"word1";"word2";"ES.1";"ES.2";"POS";"score";"SimLex999";"conc(w1)";"conc(w2)";"concQ";"Assoc(USF)";"SimAssoc333";"SD(SimLex)"
"woman";"fur";"mujer";"cuero";"N";0;"0.58";"4.46";"4.69";3;0;0;"0.99"
"apple";"sunshine";"manzana";"brillo";"N";0;"0.58";5;"4.21";3;0;0;"1.2"
"gun";"dawn";"arma";"amanecer";"N";0;"1.18";"4.83";"4.46";3;0;0;"1.57"
"meal";"waist";"comida";"cintura";"N";0;"0.98";"4.62";"4.72";3;0;0;"1.58"
"camera";"president";"cámara";"presidente";"N";0;"0.48";5;"4.4";3;0;0;"1.56"
"liquor";"band";"licor";"banda";"N";0;"0.68";"4.73";"4.68";3;0;0;"0.91"
"stomach";"vein";"estómago";"vena";"N";0;"2.35";"4.89";"4.63";4;0;0;"1.2"
"gun";"fur";"pistola";"cuero";"N";0;"0.3";"4.83";"4.69";4;0;0;"1.8"
"couch";"baseball";"sofá";"béisbol";"N";0;"0.88";"4.71";"4.86";4;0;0;"1.32"
"worker";"camera";"trabajador";"cámara";"N";0;"0.68";"4.59";5;4;0;0;"1.21"
"deck";"mouse";"cubierta";"ratón";"N";0;"0.48";"4.77";"4.83";4;0;0;"1.48"
"rice";"boy";"arroz";"chico";"N";0;"0.4";"4.86";"4.76";4;0;0;"1.72"
"people";"gun";"gente";"pistola";"N";0;"0.68";"4.82";"4.83";4;0;0;"1.47"
"cliff";"tail";"acantilado";"cola";"N";0;"0.3";"4.71";"4.96";4;0;0;"1.57"
"ankle";"window";"tobillo";"ventana";"N";0;"0.3";"4.81";"4.86";4;0;0;"1.8"
"princess";"island";"princesa";"isla";"N";0;"0.3";"4.72";"4.96";4;0;0;"1.36"
"container";"mouse";"recipiente";"ratón";"N";0;"0.3";"4.85";"4.83";4;0;0;"0.95"
"wagon";"container";"vagón";"contenedor";"N";0;"2.65";"4.89";"4.85";4;0;0;"0.85"
"people";"balloon";"gente";"globo";"N";0;"0.48";"4.82";"4.92";4;0;0;"1.96"
"dollar";"people";"dólar";"gente";"N";0;"0.4";"4.93";"4.82";4;0;0;"1.42"
"bath";"balloon";"baño";"globo";"N";0;"0.4";"4.85";"4.92";4;0;0;"1.41"
"stomach";"bedroom";"estómago";"dormitorio";"N";0;"0.4";"4.89";"4.9";4;0;0;"0.97"
"bicycle";"bedroom";"bicicleta";"dormitorio";"N";0;"0.4";"4.89";"4.9";4;0;0;"1.47"
"log";"bath";;"baño";"N";0;"0.4";"4.96";"4.85";4;0;0;"1.63"
"bowl";"tail";"tazón";"cola";"N";0;"0.48";"4.87";"4.96";4;0;0;1
"go";"come";"ir";"venir";"V";"5.75";"2.42";"3.15";"2.72";2;"5.75";1;"1.51"
"take";"steal";"agarrar";"robar";"V";"3.28";"6.18";"3.06";"3.84";2;"3.28";1;"1.69"
"listen";"hear";"escuchar";"oír";"V";"3.22";"8.17";"3.47";"3.66";2;"3.22";1;"1.72"
"think";"rationalize";"pensar";"racionalizar";"V";"3.17";"8.25";"2.41";"1.52";1;"3.17";1;"1.13"
"occur";"happen";"ocurrir";"suceder";"V";"2.87";"9.32";"1.84";"1.78";1;"2.87";1;"1.34"
"vanish";"disappear";"desvanecer";"desaparecer";"V";"2.76";"9.8";"2.77";"2.86";2;"2.76";1;"0.46"
"multiply";"divide";"multiplicar";"dividir";"V";"2.53";"1.75";"2.79";"2.86";2;"2.53";1;"1.32"
"plead";"beg";"declarar";"rogar";"V";"2.5";"9.08";"2.59";"2.96";2;"2.5";1;"1.26"
"begin";"originate";"comenzar";"originar";"V";"2.44";"8.2";"2.56";"2.23";1;"2.44";1;"0.75"
"protect";"defend";"proteger";"defender";"V";"2.28";"9.13";"2.86";"2.31";1;"2.28";1;"1.29"
"kill";"destroy";"matar";"destruir";"V";2;"5.9";"3.9";"3.08";2;2;1;"1.93"
"create";"make";"crear";"hacer";"V";"1.72";"8.72";"2.62";"2.67";2;"1.72";1;"1.14"
"accept";"reject";"aceptar";"rechazar";"V";"1.69";"0.83";"3.03";"2.4";2;"1.69";1;"1.28"
"ignore";"avoid";"ignorar";"evitar";"V";"1.56";"6.87";"2.22";"2.41";1;"1.56";1;"1.22"
"carry";"bring";"cargar";"traer";"V";"1.37";"5.8";"4.04";"2.55";2;"1.37";1;"1.24"
"leave";"enter";"dejar";"entrar";"V";"1.3";"0.95";"2.53";"3.12";2;"1.3";1;"1.91"
"choose";"elect";"escoger";"elegir";"V";"1.28";"7.62";"2.62";"2.41";1;"1.28";1;"1.14"
"lose";"fail";"perder";"fallar";"V";"1.28";"7.33";"2.25";3;2;"1.28";1;"1.79"
"encourage";"discourage";"alentar";"desalentar";"V";"1.23";"1.58";"2.61";"1.9";1;"1.23";1;"1.55"
"achieve";"accomplish";"lograr";"cumplir";"V";"1.22";"8.57";"2.29";"2.33";1;"1.22";1;"0.94"
"make";"construct";"hacer";"construir";"V";"1.2";"8.33";"2.67";"2.6";2;"1.2";1;"0.85"
"listen";"obey";"escuchar";"obedecer";"V";"1.19";"4.93";"3.47";"2.67";2;"1.19";1;"1.33"
"inform";"notify";"informar";"notificar";"V";"1.15";"9.25";"2.25";"3.04";2;"1.15";1;"0.44"
"receive";"give";"recibir";"dar";"V";"1.11";"1.47";"2.69";"2.83";2;"1.11";1;"1.19"
"borrow";"beg";"prestar";"rogar";"V";1;"2.62";"3.1";"2.96";2;1;1;"1.89"
"take";"obtain";"agarrar";"obtener";"V";"0.9";"7.1";"3.06";3;2;"0.9";1;"1.01"
"advise";"recommend";"avisar";"recomendar";"V";"0.89";"8.1";"2.03";"1.74";1;"0.89";1;"1.6"
"imitate";"portray";"imitar";"retratar";"V";"0.89";"6.75";"2.66";"2.18";1;"0.89";1;"1.13"
"win";"succeed";"ganar";"lograr";"V";"0.89";"7.9";"2.67";"2.33";1;"0.89";1;"1.83"
"think";"decide";"pensar";"decidir";"V";"0.88";"5.13";"2.41";"1.92";1;"0.88";1;"1.4"
"greet";"meet";"saludar";"encontrar";"V";"0.83";"6.17";"2.96";3;2;"0.83";1;"1.73"
"agree";"argue";"acordar";"discutir";"V";"0.81";"0.77";"2.31";"2.75";1;"0.81";1;"1.68"
"enjoy";"entertain";"disfrutar";"entretener";"V";"0.79";"5.92";"2.29";"2.55";1;"0.79";1;"1.27"
"destroy";"make";"destruir";"hacer";"V";"0.78";"1.6";"3.08";"2.67";2;"0.78";1;"1.72"
"save";"protect";"guardar";"proteger";"V";"0.74";"6.58";"2.42";"2.86";2;"0.74";1;"0.44"
"give";"lend";"dar";"prestar";"V";"0.72";"7.22";"2.83";"3.07";2;"0.72";1;"0.93"
"understand";"know";"entender";"saber";"V";"0.71";"7.47";"2.28";"1.68";1;"0.71";1;"1.26"
"take";"receive";"agarrar";"recibir";"V";"0.7";"5.08";"3.06";"2.69";2;"0.7";1;"0.48"
"accept";"acknowledge";"aceptar";;"V";"0.69";"6.88";"3.03";"2.03";1;"0.69";1;"1.63"
"decide";"choose";"decidir";"escoger";"V";"0.67";"8.87";"1.92";"2.62";1;"0.67";1;"1.26"
"accept";"believe";"aceptar";"creer";"V";"0.67";"6.75";"3.03";"1.55";1;"0.67";1;"1.61"
"keep";"possess";"mantener";"poseer";"V";"0.62";"8.27";"2.37";"2.6";1;"0.62";1;"0.8"
"roam";"wander";"vagar";;"V";"0.61";"8.83";"2.85";"2.28";1;"0.61";1;"0.89"
"succeed";"fail";"lograr";"fallar";"V";"0.61";"0.83";"2.33";3;2;"0.61";1;"1.44"
"spend";"save";"gastar";"guardar";"V";"0.61";"0.55";"2.93";"2.42";2;"0.61";1;"1.06"
"leave";"go";"dejar";"ir";"V";"0.61";"7.63";"2.53";"3.15";2;"0.61";1;"1.49"
"come";"attend";"venir";"asistir";"V";"0.61";"8.1";"2.72";"3.17";2;"0.61";1;"1.6"
"know";"believe";"saber";"creer";"V";"0.6";"5.5";"1.68";"1.55";1;"0.6";1;"1.18"
"gather";"meet";"juntar";"reunir";"V";"0.55";"7.3";"2.75";3;2;"0.55";1;"0.59"
"make";"earn";"hacer";"ganar";"V";"0.54";"7.62";"2.67";"2.39";1;"0.54";1;"1.92"
"forget";"ignore";"olvidar";"ignorar";"V";"0.5";"3.07";"2.04";"2.22";1;"0.5";1;"1.25"
"multiply";"add";"multiplicar";"sumar";"V";"0.5";"2.7";"2.79";3;2;"0.5";1;"1.8"
"shrink";"grow";"encoger";"crecer";"V";"0.5";"0.23";"3.55";"3.03";2;"0.5";1;"1.2"
"arrive";"leave";"llegar";"partir";"V";"0.49";"1.33";"3.22";"2.53";2;"0.49";1;"1.48"
"succeed";"try";"lograr";"intentar";"V";"0.48";"3.98";"2.33";"2.22";1;"0.48";1;"1.35"
"accept";"deny";"aceptar";"denegar";"V";"0.48";"1.75";"3.03";"2.2";2;"0.48";1;"1.41"
"arrive";"come";"llegar";"venir";"V";"0.48";"7.05";"3.22";"2.72";2;"0.48";1;"1.56"
"agree";"differ";"concordar";"diferir";"V";"0.42";"1.05";"2.31";"1.59";1;"0.42";0;"1.53"
"send";"receive";"enviar";"recibir";"V";"0.42";"1.08";"2.7";"2.69";2;"0.42";0;"1.53"
"win";"dominate";"ganar";"dominar";"V";"0.41";"5.68";"2.67";"2.12";1;"0.41";0;"1.74"
"add";"divide";"sumar";"dividir";"V";"0.41";"2.3";3;"2.86";2;"0.41";0;"1.25"
"kill";"choke";"matar";"esctrujar";"V";"0.41";"4.92";"3.9";"3.97";3;"0.41";0;"1.48"
"acquire";"get";"adquirir";"obtener";"V";"0.39";"8.82";"2.93";"2.38";2;"0.39";0;"0.94"
"participate";"join";"participar";"unir";"V";"0.39";"7.7";"2.59";"2.86";2;"0.39";0;"1.69"
"leave";"remain";"dejar";"mantener";"V";"0.34";"2.53";"2.53";"1.96";1;"0.34";0;"1.36"
"go";"enter";"ir";"entrar";"V";"0.34";4;"3.15";"3.12";2;"0.34";0;"1.43"
"take";"carry";"agarrar";"cargar";"V";"0.34";"5.23";"3.06";"4.04";2;"0.34";0;"0.44"
"forget";"learn";"olvidar";"prender";"V";"0.33";"1.18";"2.04";"2.2";1;"0.33";0;"1.65"
"appoint";"elect";"citar";"elegir";"V";"0.33";"8.17";"2.24";"2.41";1;"0.33";0;"1.51"
"engage";"marry";"comprometer";"casarse";"V";"0.33";"5.43";"2.07";"3.03";1;"0.33";0;"1.12"
"ask";"pray";"pedir";"rezar";"V";"0.33";"3.72";"2.52";"3.21";2;"0.33";0;"1.63"
"go";"send";"ir";"enviar";"V";"0.33";"3.75";"3.15";"2.7";2;"0.33";0;"0.77"
"take";"deliver";"agarrar";"entregar";"V";"0.33";"4.37";"3.06";"3.12";2;"0.33";0;"1.16"
"speak";"hear";"hablar";"escuchar";"V";"0.33";"3.02";"3.7";"3.66";2;"0.33";0;"0.76"
"analyze";"evaluate";"analizar";"evaluar";"V";"0.28";"8.03";"2.3";"1.85";1;"0.28";0;"0.49"
"argue";"rationalize";"argumentar";"racionalizar";"V";"0.28";"4.2";"2.75";"1.52";1;"0.28";0;"1.21"
"lose";"keep";"perder";"mantener";"V";"0.28";"1.05";"2.25";"2.37";1;"0.28";0;"1.57"
"compare";"analyze";"comparar";"analizar";"V";"0.28";"8.1";"2.52";"2.3";1;"0.28";0;"0.84"
"disorganize";"organize";"desorganizar";"organizar";"V";"0.28";"1.45";"2.44";"2.72";1;"0.28";0;"1.3"
"go";"allow";"ir";"permitir";"V";"0.28";"3.62";"3.15";"2.41";2;"0.28";0;"1.53"
"take";"possess";"agarrar";"poseer";"V";"0.28";"7.2";"3.06";"2.6";2;"0.28";0;"1.14"
"learn";"listen";"aprender";"escuchar";"V";"0.28";"3.88";"2.2";"3.47";2;"0.28";0;"1.65"
"destroy";"construct";"destruir";"construir";"V";"0.28";"0.92";"3.08";"2.6";2;"0.28";0;"1.78"
"create";"build";"crear";"construir";"V";"0.28";"8.48";"2.62";"3.71";2;"0.28";0;"1.14"
"steal";"buy";"robar";"comprar";"V";"0.28";"1.13";"3.84";"3.35";2;"0.28";0;"0.95"
"kill";"hang";"matar";"colgar";"V";"0.28";"4.45";"3.9";"3.7";3;"0.28";0;"1.43"
"forget";"know";"olvidar";"saber";"V";"0.27";"0.92";"2.04";"1.68";1;"0.27";0;"1.6"
"create";"imagine";"crear";"imaginar";"V";"0.27";"5.13";"2.62";"1.53";1;"0.27";0;"1.7"
"do";"happen";"hacer";"suceder";"V";"0.27";"4.23";"2.46";"1.78";1;"0.27";0;"1.02"
"win";"accomplish";"ganar";"cumplir";"V";"0.27";"7.85";"2.67";"2.33";1;"0.27";0;"0.8"
"give";"deny";"dar";"denegar";"V";"0.27";"1.43";"2.83";"2.2";1;"0.27";0;"1.36"
"deserve";"earn";"merecer";"ganar";"V";"0.23";"5.8";"1.69";"2.39";1;"0.23";0;"0.62"
"get";"put";"obtener";"poner";"V";"0.22";"1.98";"2.38";"2.5";1;"0.22";0;"1.33"
"locate";"find";"localizar";"encontrar";"V";"0.22";"8.73";"2.97";"2.63";2;"0.22";0;"1.54"
"appear";"attend";"aparecer";"asistir";"V";"0.22";"6.28";"3.13";"3.17";2;"0.22";0;"1.47"
"know";"comprehend";"saber";"comprender";"V";"0.21";"7.63";"1.68";"1.86";1;"0.21";0;"1.39"
"pretend";"imagine";"pretender";"imaginar";"V";"0.21";"8.47";"2.11";"1.53";1;"0.21";0;"1.63"
"satisfy";"please";"satisfacer";"favorecer";"V";"0.21";"7.67";"2.04";"1.64";1;"0.21";0;"1.74"
"cherish";"keep";"apreciar";"mantener";"V";"0.21";"4.85";"1.73";"2.37";1;"0.21";0;"1.78"
"argue";"differ";"discutir";"diferir";"V";"0.21";"5.15";"2.75";"1.59";1;"0.21";0;"1.22"
"overcome";"dominate";"vencer";"dominar";"V";"0.21";"6.25";"2.28";"2.12";1;"0.21";0;"1.58"
"behave";"obey";"comportar";"obedecer";"V";"0.21";"7.3";"1.78";"2.67";1;"0.21";0;"1.24"
"cooperate";"participate";"cooperar";"participar";"V";"0.21";"6.43";"1.87";"2.59";1;"0.21";0;"1.5"
"achieve";"try";"lograr";"intentar";"V";"0.21";"4.42";"2.29";"2.22";1;"0.21";0;"1.14"
"fail";"discourage";"fallar";"desalentar";"V";"0.21";"3.33";3;"1.9";1;"0.21";0;"1.2"
"begin";"quit";"comenzar";"salir";"V";"0.21";"1.28";"2.56";"2.56";1;"0.21";0;"1.53"
"say";"participate";"decir";"participar";"V";"0.21";"3.82";"2.58";"2.59";1;"0.21";0;"1.3"
"come";"bring";"venir";"llevar";"V";"0.21";"2.42";"2.72";"2.55";2;"0.21";0;"1.03"
"declare";"announce";"declarar";"anunciar";"V";"0.21";"9.08";2;"3.31";2;"0.21";0;"1.56"
"read";"comprehend";"leer";"comprender";"V";"0.21";"4.7";"3.56";"1.86";2;"0.21";0;"1.75"
"take";"leave";"agarrar";"dejar";"V";"0.21";"2.47";"3.06";"2.53";2;"0.21";0;"0.8"
"proclaim";"announce";"proclamar";"anunciar";"V";"0.21";"8.18";"2.36";"3.31";2;"0.21";0;"1.58"
"acquire";"obtain";"adquirir";"obtener";"V";"0.21";"8.57";"2.93";3;2;"0.21";0;"1.96"
"conclude";"decide";"concluir";"decidir";"V";"0.2";"7.75";"1.78";"1.92";1;"0.2";0;"1.17"
"please";"plead";"favorecer";"pedir";"V";"0.2";"2.98";"1.64";"2.59";1;"0.2";0;"1.18"
"argue";"prove";"discutir";"probar";"V";"0.2";"4.83";"2.75";"1.83";1;"0.2";0;"0.62"
"ask";"plead";"pedir";;"V";"0.2";"6.47";"2.52";"2.59";1;"0.2";0;"1.62"
"find";"disappear";"encontrar";"desaparecer";"V";"0.2";"0.77";"2.63";"2.86";2;"0.2";0;"1.04"
"inspect";"examine";"inspeccionar";"examinar";"V";"0.2";"8.75";"3.31";"2.86";2;"0.2";0;"1.39"
"verify";"justify";"verificar";"justificar";"V";"0.17";"4.08";"2.1";"1.45";1;"0.17";0;"1.11"
"assume";"predict";"asumir";"predecir";"V";"0.17";"4.85";"1.75";2;1;"0.17";0;"1.02"
"learn";"evaluate";"aprender";"evaluar";"V";"0.17";"4.17";"2.2";"1.85";1;"0.17";0;"0.88"
"argue";"justify";"discutir";"justificar";"V";"0.17";5;"2.75";"1.45";1;"0.17";0;"1.13"
"make";"become";"hacer";"convertir";"V";"0.17";"4.77";"2.67";"1.54";1;"0.17";0;"0.82"
"discover";"originate";"descubrir";"originar";"V";"0.17";"4.83";"2.37";"2.23";1;"0.17";0;"1.33"
"achieve";"succeed";"lograr";"conseguir";"V";"0.17";"7.5";"2.29";"2.33";1;"0.17";0;"1.29"
"give";"put";"dar";"poner";"V";"0.17";"3.65";"2.83";"2.5";2;"0.17";0;"1.47"
"understand";"listen";"entender";"escuchar";"V";"0.17";"4.68";"2.28";"3.47";2;"0.17";0;"1.66"
"expand";"grow";"expandir";"crecer";"V";"0.17";"8.27";"3.36";"3.03";2;"0.17";0;"1.28"
"borrow";"sell";;"vender";"V";"0.17";"1.73";"3.1";"3.35";2;"0.17";0;"1.21"
"keep";"protect";"mantener";"proteger";"V";"0.15";"5.4";"2.37";"2.86";2;"0.15";0;"1.26"
"explain";"prove";"explicar";"probar";"V";"0.14";"4.1";"1.97";"1.83";1;"0.14";0;"1.29"
"assume";"pretend";"asumir";"pretender";"V";"0.14";"3.72";"1.75";"2.11";1;"0.14";0;"1.15"
"agree";"please";"concordar";"favorecer";"V";"0.14";"4.13";"2.31";"1.64";1;"0.14";0;"1.7"
"forgive";"forget";"perdonar";"olvidar";"V";"0.14";"3.92";"1.92";"2.04";1;"0.14";0;"1.5"
"clarify";"explain";"clarificar";"explicar";"V";"0.14";"8.33";"2.07";"1.97";1;"0.14";0;"1.74"
"understand";"forgive";"entender";"perdonar";"V";"0.14";"4.87";"2.28";"1.92";1;"0.14";0;"1.32"
"remind";"forget";"recordar";"olvidar";"V";"0.14";"0.87";"2.19";"2.04";1;"0.14";0;"1.56"
"get";"remain";"obtener";"permanecer";"V";"0.14";"1.6";"2.38";"1.96";1;"0.14";0;"1.68"
"realize";"discover";;"descubrir";"V";"0.14";"7.47";"2.03";"2.37";1;"0.14";0;"0.59"
"require";"inquire";"requerir";;"V";"0.14";"1.82";"2.07";"2.38";1;"0.14";0;"1.06"
"ignore";"ask";"ignorar";"pedir";"V";"0.14";"1.07";"2.22";"2.52";1;"0.14";0;"1.27"
"think";"inquire";"pensar";;"V";"0.14";"4.77";"2.41";"2.38";1;"0.14";0;"1.23"
"reject";"avoid";"rechazar";"evitar";"V";"0.14";"4.78";"2.4";"2.41";1;"0.14";0;"1.36"
"argue";"persuade";"argumentar";"persuadir";"V";"0.14";"6.23";"2.75";"2.07";1;"0.14";0;"1.7"
"pursue";"persuade";;"persuadir";"V";"0.14";"3.17";"2.83";"2.07";1;"0.14";0;"1.39"
"accept";"forgive";"aceptar";"perdonar";"V";"0.14";"3.73";"3.03";"1.92";1;"0.14";0;"1.75"
"do";"quit";"hacer";"salir";"V";"0.14";"1.17";"2.46";"2.56";1;"0.14";0;"1.81"
"investigate";"examine";"investigar";"examinar";"V";"0.14";"8.1";"2.27";"2.86";1;"0.14";0;"1.31"
"discuss";"explain";"discutir";"explicar";"V";"0.14";"6.67";"3.17";"1.97";1;"0.14";0;"1.53"
"owe";"lend";"deber";"prestar";"V";"0.14";"2.32";"2.07";"3.07";1;"0.14";0;"0.82"
"explore";"discover";"explorar";"descubrir";"V";"0.14";"8.48";"2.9";"2.37";2;"0.14";0;"1.33"
"complain";"argue";"complicar";"argumentar";"V";"0.14";"4.8";"2.6";"2.75";2;"0.14";0;"0.9"
"withdraw";"reject";"retirar";"rechazar";"V";"0.14";"6.38";"3.04";"2.4";2;"0.14";0;"1.97"
"keep";"borrow";"mantener";;"V";"0.14";"2.25";"2.37";"3.1";2;"0.14";0;"1.29"
"beg";"ask";"rogar";"pedir";"V";"0.14";6;"2.96";"2.52";2;"0.14";0;"1.58"
"arrange";"organize";"arreglar";"organizar";"V";"0.14";"8.27";"2.79";"2.72";2;"0.14";0;"1.1"
"reduce";"shrink";"reducir";"encoger";"V";"0.14";"8.02";2;"3.55";2;"0.14";0;"1.82"
"speak";"acknowledge";"hablar";;"V";"0.14";"4.67";"3.7";"2.03";2;"0.14";0;"1.47"
"give";"borrow";"dar";;"V";"0.14";"2.22";"2.83";"3.1";2;"0.14";0;"1.63"
"kill";"defend";"matar";"defender";"V";"0.14";"2.63";"3.9";"2.31";2;"0.14";0;"0.85"
"disappear";"shrink";"desaparecer";"encoger";"V";"0.14";"5.8";"2.86";"3.55";2;"0.14";0;1
"deliver";"carry";"entregar";"cargar";"V";"0.14";"3.88";"3.12";"4.04";2;"0.14";0;"1.44"
"breathe";"choke";"respirar";;"V";"0.14";"1.37";"4.07";"3.97";3;"0.14";0;"2.02"
"acknowledge";"notify";;"notificar";"V";"0.13";"5.3";"2.03";"3.04";1;"0.13";0;"0.62"
"become";"seem";"convertir";"parecer";"V";"0.11";"2.63";"1.54";"1.75";1;"0.11";0;"1.79"
"pretend";"seem";"pretender";"parecer";"V";"0.11";"4.68";"2.11";"1.75";1;"0.11";0;"1.63"
"accomplish";"become";"cumplir";"convertir";"V";"0.11";4;"2.33";"1.54";1;"0.11";0;"0.85"
"contemplate";"think";"contemplar";"pensar";"V";"0.11";"8.82";"1.71";"2.41";1;"0.11";0;"1.59"
"determine";"predict";"determinar";"predecir";"V";"0.11";"5.8";"2.13";2;1;"0.11";0;"1.37"
"please";"entertain";"favorecer";"entretener";"V";"0.11";5;"1.64";"2.55";1;"0.11";0;"0.71"
"remain";"retain";"permanecer";"retener";"V";"0.11";"5.75";"1.96";"2.32";1;"0.11";0;"1.12"
"pretend";"portray";"pretender";;"V";"0.11";"7.03";"2.11";"2.18";1;"0.11";0;"1.64"
"forget";"retain";"olvidar";"retener";"V";"0.11";"0.63";"2.04";"2.32";1;"0.11";0;"1.68"
"want";"choose";"querer";"elegir";"V";"0.11";"4.78";"1.93";"2.62";1;"0.11";0;"1.56"
"lose";"get";"perder";"obtener";"V";"0.11";"0.77";"2.25";"2.38";1;"0.11";0;"1.33"
"try";"think";"intentar";"pensar";"V";"0.11";"2.62";"2.22";"2.41";1;"0.11";0;"1.45"
"become";"appear";"convertir";"aparecer";"V";"0.11";"4.77";"1.54";"3.13";1;"0.11";0;"1.51"
"leave";"ignore";"dejar";"ignorar";"V";"0.11";"4.42";"2.53";"2.22";1;"0.11";0;"1.33"
"accept";"recommend";"aceptar";"recomendar";"V";"0.11";"2.75";"3.03";"1.74";1;"0.11";0;"1.01"
"leave";"wander";;;"V";"0.11";"3.57";"2.53";"2.28";1;"0.11";0;"1.33"
"keep";"give";"mantener";"dar";"V";"0.11";"1.05";"2.37";"2.83";2;"0.11";0;"1.03"
"give";"allow";"dar";"permitir";"V";"0.11";"5.15";"2.83";"2.41";2;"0.11";0;"1.32"
"bring";"send";"traer";"enviar";"V";"0.11";"2.97";"2.55";"2.7";2;"0.11";0;"0.88"
"absorb";"learn";"absorber";"aprender";"V";"0.11";"5.48";"3.11";"2.2";2;"0.11";0;"1.16"
"acquire";"find";"adquirir";"encontrar";"V";"0.11";"6.38";"2.93";"2.63";2;"0.11";0;"1.74"
"leave";"appear";"partir";"aparecer";"V";"0.11";"0.97";"2.53";"3.13";2;"0.11";0;"1.45"
"create";"destroy";"crear";"destruir";"V";"0.11";"0.63";"2.62";"3.08";2;"0.11";0;"1.1"
"begin";"go";"comenzar";;"V";"0.11";"7.42";"2.56";"3.15";2;"0.11";0;"1.24"
"get";"buy";"obtener";"comprar";"V";"0.11";"5.08";"2.38";"3.35";2;"0.11";0;"1.02"
"collect";"save";"juntar";"ahorrar";"V";"0.11";"6.67";"3.34";"2.42";2;"0.11";0;"0.44"
"replace";"restore";;"recuperar";"V";"0.11";"5.73";3;"2.79";2;"0.11";0;"1.08"
"join";"add";"unir";"agregar";"V";"0.11";"8.1";"2.86";3;2;"0.11";0;"0.88"
"join";"marry";"juntar";"casar";"V";"0.11";"5.35";"2.86";"3.03";2;"0.11";0;"1.41"
"accept";"deliver";"aceptar";"entregar";"V";"0.11";"1.58";"3.03";"3.12";2;"0.11";0;"1.37"
"attach";"join";"adjuntar";"unir";"V";"0.11";"7.75";"3.33";"2.86";2;"0.11";0;"0.94"
"put";"hang";"poner";"colgar";"V";"0.11";3;"2.5";"3.7";2;"0.11";0;"1.49"
"go";"sell";"ir";"vender";"V";"0.11";"0.97";"3.15";"3.35";2;"0.11";0;"0.9"
"communicate";"pray";"comunicar";"rezar";"V";"0.11";"3.55";"3.43";"3.21";2;"0.11";0;"1.38"
"give";"steal";"dar";"robar";"V";"0.11";"0.5";"2.83";"3.84";2;"0.11";0;"0.62"
"add";"build";"añadir";"construir";"V";"0.11";"4.92";3;"3.71";2;"0.11";0;"1.1"
"bring";"restore";"traer";"recuperar";"V";"0.1";"2.62";"2.55";"2.79";2;"0.1";0;"0.74"
"comprehend";"satisfy";"comprender";"satisfacer";"V";0;"2.55";"1.86";"2.04";1;0;0;1
"portray";"decide";;"decidir";"V";0;"1.18";"2.18";"1.92";1;0;0;"1.37"
"organize";"become";"organizar";"convertir";"V";0;"1.77";"2.72";"1.54";1;0;0;"1.86"
"give";"know";"dar";"conocer";"V";0;"0.88";"2.83";"1.68";1;0;0;"1.12"
"say";"verify";"decir";"verificar";"V";0;"4.9";"2.58";"2.1";1;0;0;"0.65"
"cooperate";"join";"cooperar";"unirse";"V";0;"5.18";"1.87";"2.86";1;0;0;"0.36"
"arrange";"require";"organizar";"requerir";"V";0;"0.98";"2.79";"2.07";1;0;0;"1.72"
"borrow";"want";;"querer";"V";0;"1.77";"3.1";"1.93";1;0;0;"1.22"
"investigate";"pursue";"investigar";"perseguir";"V";0;"7.15";"2.27";"2.83";1;0;0;"0.56"
"ignore";"explore";"ignorar";"explorar";"V";0;"0.4";"2.22";"2.9";1;0;0;"1.19"
"bring";"complain";"traer";"complicar";"V";0;"0.98";"2.55";"2.6";1;0;0;"1.57"
"enter";"owe";"entrar";"deber";"V";0;"0.68";"3.12";"2.07";1;0;0;"1.67"
"portray";"notify";;"notificar";"V";0;"0.78";"2.18";"3.04";2;0;0;"1.17"
"remind";"sell";"recordar";"vender";"V";0;"0.4";"2.19";"3.35";2;0;0;"1.61"
"absorb";"possess";"absorber";"poseer";"V";0;5;"3.11";"2.6";2;0;0;"1.15"
"join";"acquire";;"adquirir";"V";0;"2.85";"2.86";"2.93";2;0;0;"0.99"
"send";"attend";"enviar";"atender";"V";0;"1.67";"2.7";"3.17";2;0;0;"1.44"
"gather";"attend";"recolectar";;"V";0;"4.8";"2.75";"3.17";2;0;0;"1.97"
"absorb";"withdraw";"absorber";"retirar";"V";0;"2.97";"3.11";"3.04";2;0;0;"1.75"
"attend";"arrive";"asistir";"llegar";"V";0;"6.08";"3.17";"3.22";2;0;0;"1.18"
