tuit,pol 
"Jueza cita a tupamaros por ventas a Venezuela. Me parece muy bien, ese asunto tiene muy mal aspecto https://t.co/pfs02gSbmh via @elpaisuy",P
"El centro del problema es la inseguridad, no desviar la atención https://t.co/rCs44eu2Vx vía @portalmvd",N
"RT @ChNunezUy: Hoy recibió a los diputados de Nicaragua @clangrand y @Saenzn_e el senador @Pablo_Mieres 
@JuventudLAC https://t.co/rL9cvHAp…",NONE
RT @CronicasUy: #TLC #Chile: “Como país pequeño no nos podemos dar este lujo” de quedar por fuera de las negociaciones @N_Albertoni https:/…,NEU
"Lamentable noticia el accidente de Jorge Batlle, nuestro cálido saludo y deseos de pronta recuperación. @PartidoColorado",NEU
RT @stanhama: https://t.co/cJyXF8uAqS No vayamos a decir que sera mas barato con stm. Aumento y mas aumento,N
RT @OperttiRenato: Presentación EDUY21 Juan Pedro Mir y Marcelo Martinez https://t.co/ivCJam7W12,NONE
RT @Is_Varela: @JMCarzolio @janarhertz y hay que establecer cuál será su relación con ANEP. Hacer las cosas en serio va por dejar la endoga…,N
"RT @JMCarzolio: ""Falta masa crítica para una Universidad de la Educación, hay que formar investigadores"" @janarhertz en #HoradeCierre",N
"RT @Cybertario: EDUY21 es una iniciativa ciudadana y la invitación a su presentación la realizan Fernando Filgueira, Bruno Gili y Renato Op…",NONE
"RT @jgamorin: Agradezco a los cientos, miles, de personas que se comunican para saber de la salud de Jorge Batlle. Todos estamos esperanzad…",P
RT @coqui1980: @Pablo_Mieres @PartidoColorado michas gracias Pablo siempre educado y caballero,P
Ancap: jueza quiere saber quién firmó resoluciones. Es buena cosa que la investigación judicial avance https://t.co/yx8Toum8ZU via @elpaisuy,P
"RT @pindependiente: Hoy  a las 21 hs, @Pablo_Mieres estará en el programa Uruguay Debate que se emite en Teleespectáculo, el canal cable de…",NONE
RT @mister__lemon: lo de las multas por mascotas domésticas duró una semana. lo del control del volumen de la radio en los ómnibus no duró…,N
"RT @carve850: Mieres: ""Espionaje descubierto es grave porque se hizo en plena democracia"" ▶ https://t.co/xCKTlx4E0J https://t.co/k31MLrUrtj",N
"RT @Mediosuru: .@Pablo_Mieres ""Se debe establecer claramente quienes fueron los responsables de estas acciones ilegales"" #ArchivosCastiglio…",NEU
"RT @marcemartorelli: Creo que los ministros de la época no estaban enterados del espionaje que se hizo hasta el 2009, dijo en @carve850 el…",NEU
"RT @marcemartorelli: Es grave porque en plena democracia se espió a dirigentes políticos y sociales, dijo en @carve850 el senador @Pablo_Mi…",N
"RT @NicolasLussich: Ahora en @carve850 el senador @Pablo_Mieres. Espionaje en democracia (investigación de @SemanarioBrecha), inseguridad p…",NONE
"RT @marcemartorelli: El espionaje impulsado por Castiglioni en la post dictadura fue algo organizado y serio, dijo en @carve850 el senador…",N
"RT @pindependiente: @Pablo_Mieres afirmó que el espionaje denunciado es ""un enorme escándalo para nuestra democracia""  https://t.co/9rknKHn…",N
RT @marcemartorelli: Ahora en #IniciodeJornada con el fiscal Gustavo Zubía https://t.co/afpo2yI3SN,NONE
"RT @Mediosuru: .@Pablo_Mieres ""Se debe investigar bajo que mandos políticos Castiglioni accedió a los archivos mencionados en la investigac…",NONE
"RT @Mediosuru: .@Pablo_Mieres ""No podemos confirmar si esta actividad de espionaje se sigue dando, los registros son hasta el ańo 2009"" @ca…",NEU
"RT @marcemartorelli: Hay que atacar más fuertemente a los reducidores que son los que venden mercadería robada, dijo en @carve850 el senado…",N
"RT @marcemartorelli: Al Min del Interior le falta más acción preventiva en lo social, harían falta 50 comisarios más, dijo en @carve850 el…",N
RT @BonavettiWalter: @marcemartorelli @Pablo_Mieres @carve850 perfecto.totalmente de acuerdo. Pregunta: y las ferias (sin factura) no se en…,N
RT @BonavettiWalter: @marcemartorelli @Pablo_Mieres @carve850 nuevamente no es cantidad sino calidad. Se necesita mas policia de inteligenc…,N
RT @OperttiRenato: Mil gracias Carolina. Nace una Esperanza con EDUY21 de sentar las bases programaticas  e institucionales de una genuino…,P
Excelente iniciativa Eduy21 imprescindible para cambiar la educación @BrunoGili1 @juanpedromir Lanzamiento el 19 a las 19hs. Felicitaciones,P
RT @sharon1800: @pindependiente @acrisgarciafer @Pablo_Mieres hasta pueden estar espiando vidas de ciudadanos comunes y nos no saberlo.,N
RT @PabloOrdonez50: @fernando_amado @Pablo_Mieres  van a investigar a todos los gobiernos sin excepción supongo...,NEU
RT @fernando_amado: Totalmente de acuerdo. Ni bien se supo apoyé desde el primer momento. Es clave https://t.co/wyHjEPsdIK,P
RT @drFossati: @Aguila17Yolanda @Pablo_Mieres Me interesa el tema!! Histórica relativa menor importancia asignada a la salud mental. Profun…,P
"RT @Aguila17Yolanda: Me identifico con los dichos por el senador @Pablo_Mieres respecto a esta ley que se trata hoy en la cámara ""salud men…",P
Es imprescindible que el Parlamento investigue las responsabilidades políticas y legales por espionaje militar en democracia @pindependiente,NEU
RT @Mediosuru: .@Pablo_Mieres solicita en el Senado de la República dar trámite político a denuncias por espionaje en democracia. #Parlamen…,NONE
"RT @Mediosuru: .@Pablo_Mieres ""El parlamento deberá discutir y definir marco regulatorio de los servicios de Inteligencia"" #Parlamento",NEU
Realizaré planteo político sobre necesidad de investigar en Parlamento por espionaje militar en democracia. Esto es gravedad institucional,N
"RT @Mediosuru: .@Pablo_Mieres ""Debe investigarse, es muy grave, el parlamento debe tomar cartas en el asunto"" #EspionajeEnDemocracia #Parla…",N
Hoy En la Mira (VTV 21 h) @fcomesana analizará qué está pasando con el dólar y @MarcelaMaseda presenta nota al uruguayito que fue a la NASA,NONE
"Hay 23 mil diagnósticos sobre la educación, ¿qué va a hacer EDUY21? ¿Más de lo mismo? Hoy lo responde Renato Opertti En la Mira (VTV 21 hs)",NONE
RT @Cybertario: Y en la campaña del 2019 todos a debatir. A explicar y mostrarse delante de los rivales y la ciudadanía durante un par de h…,NEU
"RT @jgamorin: #LlamadoalaSolidaridad Hoy es el #CaféSolidario por el @HospitalMaciel en bares de Ciudad Vieja, Centro y Cordón. ¡Gracias po…",NONE
"RT @666icaro: @DuniaDW2  Nota del Senador @Pablo_Mieres del Partido Independiente, que suscribimos muchos en el país.",NONE
"RT @666icaro: @DuniaDW2 Nota de @Pablo_Mieres aquí; ""Responsable del daño moral a la sociedad"" https://t.co/NkvVi55sJs",NONE
"RT @Vinalesgustavo: Estadísticas de @SebastianCoates en la #SeleccionUruguay jugó 24 partidos, 18 triunfos, 5 empates, 1 derrota. Un ganado…",P
"RT @pindependiente: Es de una gravedad institucional extrema la existencia de espionaje militar en democracia, dijo @Pablo_Mieres .
Más:htt…",N
RT @pindependiente: @Pablo_Mieres pide investigar espionaje militar en democracia - https://t.co/vnx9vfHAcR via @elpaisuy,NONE
"En un rato a las 8.45hs estaré en @carve850 con @NicolasLussich hablando de la seguridad, espionaje en democracia y otros temas políticos",NONE
"Bonomi presentó la renuncia a Vázquez, que dijo ""no"". Bonomi: ante una rapiña ""hay que meterse, pero meterse bien"". https://t.co/xNkAdOjF61",NONE
Entrevista al ministro Eduardo Bonomi En la Mira.https://t.co/xNkAdOjF61,NONE
Hoy a las 21 horas el ministro Eduardo Bonomi estará en el programa En la Mira de VTV,NONE
"Bueno, gracias por mirar, por ponderar, por criticar, por el respeto. Hasta mañana.",P
"Tranquilo, no muerde. https://t.co/T4JxKVQaiM",P
Estarían convocando a un día de laburo cívico nacional.,NONE
Diálogo de sordas...aunque en realidad dos sordas se pueden comunicar muy bien. https://t.co/6rRt7DBzWB,NEU
"RT @perezanalaura: Destroza el corazón que estás cosas pasen en Uruguay, que ser pobre sea también estar expuesto a esto https://t.co/Cd2Un…",N
"Servidores públicos, y armados. https://t.co/IV0x55Zha5",NONE
RT @VTVuruguay: Esta noche 21hs. por #VTV @Gabrielhpereyra mano a mano con Eduardo Bonomi #EnlaMira #Tenfield https://t.co/HuM3BUDOKe,NONE
La situación de Bonomi según @cromanoff https://t.co/3CzVUp1pUR,NONE
"Que perdure por Joaco porque, según Fontanarrosa: los pibes de hoy son casquivanos, sin resultados cambian de cuadro https://t.co/uF9GpQhMcF",N
"Uruguay, una república bananera con buena reputación. https://t.co/wO1jhA82gE",N
"En un mes, tres jueces asesinados. Tocá madera sin patas. https://t.co/pprrowYbYc",N
"Te enjuician, te embargan, te funden y un día, cuando ya lo perdiste todo, te dicen que, ups, se habían equivocado https://t.co/wO1jhA82gE,",N
¿Viste El Marginal por Netflix? Vela.,NONE
"El miércoles, después de las 16, taxistas le dan una mano a Uber. https://t.co/eZh8uoZ7w1",NEU
Jueces juzgando a jueces: la Justicia demoró y nunca llegó. https://t.co/j46Xboqo4h,N
RT @Pablo_Mieres: Niño de 4 años herido de bala mientras miraba TV en su casa ¿Alguien todavía duda de la importancia de severo control de…,N
Esto no tiene que ver con la carga impositiva.Pero prefiero pensar que soy yo y no la falta de comprensión lectora   https://t.co/wO1jhA82gE,N
Iniciativa inteligente. https://t.co/XOpStlMGNV,P
Mañana En la Mira (VTV 21 hs) ¿de qué se trata EDUY 21? entrevista a Renato Opertti.,NONE
"""La persona q hizo el ataque en Orlando nació en Queens, el mismo lugar donde nació Donald"",dijo Hillary, Sí, también nació ahí Joey Ramone",NEU
"Uno es un idiota, la otra no ayuda.",N
"Hillary: ""No puedo apoyar que se coloquen soldados estadounidenses en Iraq"". ¿Y este plato con qué se come? https://t.co/TgQSdXhs7c",N
"RT @cromanoff: Ancap vende subsidiaria argentina Carboclor y recibió 5 ofertas, informó @vtvnoticiasuy",NONE
Extrañando a Bush. https://t.co/YsGHU5X9WO,N
Gracias @OperttiRenato @BrunoGili1 por la invitación y porque al menos hay gente pensando en lo único que nos puede salvar como comunidad.,P
"RT @saladeprensa: ""Observar con atención equivale a recordar con claridad.""  ～ Edgar Allan Poe https://t.co/9Y9D64iCnz",NONE
"Gracias @Niconunez82 por el retuit, me gustan los periodistas que tuitean a la competencia. Me gusta la independencia de criterio. salu",P
Este señor sabe de cárceles. https://t.co/Qqg629jn9k,P
Ni Ricky Martin. https://t.co/Wf2oKWYZX5,NONE
Fontanarrosa y el DT que prefería jugar mal y ganar a lindo y perder. Por eso iba a buscar a los peores jugadores. https://t.co/ksWbA6iI5j,N
"RT @leohaberkorn: ""Hablan de las ollas y cuánto podían costar, como si ese pobre dato hablara de la calidad del asesino o del muerto"" https…",N
"Imaginá que acá hubiese debates y el moderador fuera un afiliado al Partido Nacional o al FA. Pero bueno, no hay. https://t.co/soMZKmvDsE",N
"El ministro del Interior, Eduardo Bonomi, estará este jueves En la Mira, VTV, 21 horas.",NONE
Lindo cuando cliqueás en una noticia y estalla un banner de publicidad que no requeriste. Me deja tan contento que a esa empresa le compro.,N
Casavalle. https://t.co/bglDsosXax,NONE
Imaginate a la barra de la Amsterdam rezando el padre nuestro. https://t.co/l6zpN6UcHW,NONE
Otro caso de un jerarca que figura con una profesión que no puede acreditar. Hoy en VTV Noticias (13 horas),NONE
Cuando te meten publicidad y podés seguir leyendo. https://t.co/oriQEfvkEG,NONE
"RT @VTVuruguay: Este jueves 21hs. #EnlaMira : Eduardo Bonomi, Ministro del Interior #VTV #Tenfield #Bonomi https://t.co/8WLiUL4WN0",NONE
"Si hay alguien que no tiene incidencia en las políticas educativas, es la ministra de Educación. Cada vez entiendo menos al sistema político",N
En la educación la sartén por el mago la tiene este señor que dice que no hay nada de qué alarmarse https://t.co/DqQOoXmQT8,NEU
"Siempre estamos volviendo: En la Mira, este jueves a las 21 horas por VTV.",NONE
Entrevista de @jaimeclara a Gerardo Caetano. Vale la pena. https://t.co/5r4wu1Z6GU,P
Gracias a los viejos amigos de siempre que nos están haciendo tan fácil la concreción de un nuevo staff en @vtvnoticiasuy,P
"Parece que fue ayer, me escribe @ivanzur . El gobierno era Colorado, el problema, el mismo https://t.co/8jQ70v8evT",NEU
Siguen desfilando por los juzgados y el gran titiritero que se lavó las manos https://t.co/zS6vdPuwN2,N
Se viene el nuevo @vtvnoticiasuy con la dirección de @cromanoff y la conducción de @RosarioRodri22 @MiguelCapito y @mcastaldi_uy,NONE
Un candidato cuyas imágenes están presididas de advertencias. Saquen a los niños de frente a la TV. Parece joda https://t.co/rXBL78QCxS,N
"RT @ObservadorUY: La delincuencia es antes que nada producto de una fractura, del fin de la tolerancia. Por @Gabrielhpereyra
https://t.co/L…",NEU
El asesinato de Carrasco Norte y el sálvese quien pueda. https://t.co/wqDgdNX6PH,N
#NiUnaMenos Masivas manifestaciones contra la violencia hacia las mujeres en América Latina #AFP @AFPTV_LATAM https://t.co/QPvds8FWkI,NONE
Me encanta ver en Fba muchas minitas que hicieron una fila de casi 1 hora para mirar 50 Sombras de Grey metiendo la foto del #NiUnaMenos,P
"Porque todos estan con #NiUnaMenos  pero tambien matan hombres y matan animales y nadie dice nada,hay que ser justos #Nadiemenos Opinion mia",N
"Entre tanto griterío un poco d información: de cada 100 homicidios, 16 son en el marco d una rapiña ¿A quién responsabilizamos por el resto?",N
Elecciones adelantadas para renovar el Parlamento? El legislador que esté dispuesto a poner en riesgo su banca que levante la mano.,N
Marcha de rapiñeros: protestan porque los uruguayos honestos le disputan las estadísticas. https://t.co/ELeblRRtN4,NONE
"Que vergüenza como pintaron todo el cabildo en la marcha de #NiUnaMenos , la verdad que no era necesario .",N
"Los malditos infanto juveniles: de cada 10 homicidios, 9 son cometidos por mayores de edad.",N
"Fin del recreo. Gracias por el intercambio siempre tan cariñoso que me dispensan. Saludos de mi parte y de Bonomi, que lo tengo acá conmigo.",P
"Jajajajajajaja el pibe este que me dijo puta hasta cansarse poniendo #niunamenos muy fuerte, no seas así!!!😂😂",N
"El asesino tuvo revancha esa noche, pero no disparó. https://t.co/DEd90Soj5e",NONE
Me voy a dormir Juan @JuaniLayerle salu,NONE
"Mirtha Guianze: ""En los jueces hay algo de cobrar al grito de la tribuna o de tener miedo"". https://t.co/KQbOqstNDj",N
El cerdo les gana. https://t.co/uLxCneF3wG,N
"¿Fenapes? ah no, el boleto. https://t.co/9J3xOLUIdX",NONE
Un crack Ruben y un cochazo! Da gusto ir a laburar en #Uber.,P
"#uber el intendente de Montevideo debería informarse, la libreta para taxi y rem. Es un trámite, absurdo q piense q mejora la conducción 1/3",N
#uber tuvo que venir a Montevideo para que el monopolico taxi sea cuestionado. Igual en un año no han hecho nada para mejorar 3/3 triste.,N
Opa! No q era ilegal?!??? #hipocresia #librecompetencia #tebanco #uber https://t.co/DNslgd43i0,N
"Ayer #NIUNAMENOS, Hoy ... son todas iguales !! Hay que leer cada pelotudo y gratis !",N
Gracias #SUATT  una mejor propaganda para #Uber Imposible. #BuenJueves https://t.co/npalEZCUFH,P
"https://t.co/BGDqBZK2C9protesta contra uber, joden al usuario. asi nunca van a ganar nada. aguante #uber",N
"Hace 2 días usamos #uber en Paris, todo bien.Hoy usamos #uber en Lisboa,lo regularizan en Nov. Uruguay en vias de prohibirlo. @Cybertario",N
"Hoy de tarde plena lluvia pido #Uber y dice que llega en 9 mins, justo pasa un taxi libre pero...mejor esperar :) Ni en pedo tomo un taxi.",N
Aunque las movilizaciones indirectamente favorecen a #UBER el #SUATT se manifestó una vez más por la capital en con… https://t.co/L7o0AyFn1h,NEU
Int. Martinez @Dmartinez_uy pide retirar libreta a choferes #Uber por el CUADRUPLE que si maneja borracho. Regule! https://t.co/iYxgo9qfi7,N
"Good morning!
Confirmada #tontería del taxi. Más aún con el corte del tránsito y fogata frente al Palacio Legislati… https://t.co/xSoWINaGO1",N
Digamos #NiUnaMenos. Por la igualdad de géneros. Marchemos. BASTA de femicidios.,NEU
"el intend. tampoco sabe q #uber provee seguro médico n caso d siniestro, y q el seguro del taxi no cubre totalmente ls secuelas de accid.2/3",N
"Hoy es una desconocida, mañana puede ser una familiar. #NiUnaMenos",NEU
"Que el largo de tu pollera, no defina el de tu vida"" #NiUnaMenos",N
PARA QUÉ CUELGAN CARTELES DE #NiUnaMenos SI AL DIA SIGUIENTE SE MATAN X TW ? RETROCEDEMOS,N
#Niunamenos: la canción de Miss Bolivia sobre los femicidios – Vía  @clarinextrashow  – https://t.co/MCJexRE7T3,NONE
"""Mirando la tele cruzados de brazos, todos la matamos y no reaccionamos"" #NiUnaMenos https://t.co/L9EWo6m8uR",N
"#NiUnaMenos Uruguay 
""Que ARDA el patriarcado y todos sus pactos!"" https://t.co/UclANkO88b",N
#Uber regulación sí. Cualquier persona que toma #Uber lo elige siempre por el servicio. Los monopolios siempre son malos #YOVEOBDU,P
Mis clientas de #Uber son tan exigentes que si cambio #radiodisney me califican mal y se ponen a llorar,N
"Muy normal de mi dormirme los lunes por la mañana, pero igual llegue a tiempo a la Facultad gracias a #Uber 👏🏼",P
En Ciudad de México #Uber usa drones pata poner anuncios frente a los autos https://t.co/Gv5FLVt1bp,NONE
#uber me pide $340 por un viaje que antes me costó  $140. Me voy en taxi. Leru leru,N
"Empecé el día poniendo a la abuela en un #Uber.
Que vaya aprendiendo desde chiquita lo que es bueno.",P
#uber #uberparatodos #uberuy #ubertelleva Quiero regalarte 150 en cada uno de tus primeros 3 viajes usa el código 9mw1x746ue y regístrate,NONE
"🌧🌚🌧, ❄️☃, la parada del 🚍 está lejos, me voy a casa en 🚗 #Uber 🙌🏼",P
"Cap. 3 #MOTOS   / #UBER 󾟤󾭝󾭝
Si te gusto󾮗, lo viste󾆐, te pasó󾕓... 󾌣
 dale ""Me Gusta"" COMPARTILO y Etiqueta! 󾍇󾮟... https://t.co/fwqljVup3w",NONE
"Cansado ya.
#taxi #uber #uruguay #paro #cansados #marcha #SectaHonesta #sectahonesta #uberuruguay #taxiuruguay https://t.co/dbyCqjrxUO",NONE
"El sindicato del taxi realiza hoy un nuevo paro contra #Uber - 
https://t.co/5ka28bVUxF https://t.co/xLO0MKMtkA",NONE
Nuevo paro de #taxis contra sus clientes. @montevideoIM puede regular #Uber con mi propuesta a favor de la gente https://t.co/iYxgo9HQGH,NONE
"El #SUATT se moviliza contra #UBER desde su sede a #TorreEjecutiva, luego hacia la @montevideoim para finalizar en… https://t.co/Xi4qldfdbN",N
"El paro, y perjudicar a otros es a veces una alternativa muy cómoda a la mejora, a la innovación, y a la negociación #Uber",N
Y mientras ellos protestan la gente se moja y sigue eligiendo #uber… https://t.co/46TtqS40DT,P
Ruido ahora en la Independencia contra #Uber https://t.co/AjM0ftu2t6,NONE
Que grande los #Taxistas sigan asi que con cada acción de este tipo #UBER se transforma en más grande https://t.co/3dtMLAPE5U,P
Estos son los patoteros y sucios de los taxistas q dan vergüenza..vamos #UBER carajo legal o no legal prefiero mil… https://t.co/OWzxvkQEkP,P
"Todos achacados para salir, 0 ganas de  de moverse,""en 15 salgo en #Uber y pasó uno por uno y vamos a la previa""hoy se sale🎉🙌🏼#Nighthunters",P
Día de #Uber #UberFans #SinginginTheRain https://t.co/6AVnNvTTya,P
#AHORA #Taxistas se movilizan nuevamente en las afueras de la IMM por #Uber Vía @MonteCarlo930 @chanchosUY https://t.co/hEU1MGpHYc,NONE
"¿Querés ahorrar con tarifa #dinámica de #Uber? Primero un coche a una zona sin tarifa dinámica y desde ahí, otro al destino final #ProTip",NONE
"¿Alguien le pregunta al #Suatt si se dan cuenta que cuando paran ""contra #Uber"" en realidad le están ayudando?",N
No sé que tanto misterio me quedo mil veces con #uber da tremendo servicio,P
#TRANSPORTE Proponen que #Uber pague un canon para operar en #Maldonado. Edil @AdolfoVarela45 presentó proyecto… https://t.co/Jh5b3bK9Vi,NONE
"Y mientras en Uruguay, hacemos lo contrario con #Uber . Seguimos manteniendo el status quo de empresas ""monopólicas… https://t.co/IqSYuScawG",N
Hoy mi chofer #Uber me contó que hay un taxista que lo persigue y que aún llevando pasaje los insulta. El taxista llevaba el pasaje!,N
Ella no toma #uber ella anda en #bus jajajjajajja https://t.co/UgiqI0bCcj,NONE
"#UBER legal en Bruselas también
https://t.co/6aDAp69F2r",NONE
"Las dos ciudades del mundo que mas usan #UBER estan en LATAM: México City y San Pablo.
Mientras, Silicon Valley sigue mirando a India y Asia",NONE
Al = q @njodal Jeffrey Cole dice q la tecnología + revolucionaria es #autos sin conductor y #uber lo está experimentando ahora #IABForumUY,NONE
"No entiende @montevideoim que #Uber no ""aceleró"" las mejoras en servicio de taxis. Nunca iban a existir sin Uber! https://t.co/0Mquzakpzc",P
RT @VeroRodrigu: Por favor ayuden difundiendo https://t.co/1egp4Uoe3M,NONE
RT @tatijurado: Allá vamos a un cumple en @Uber_UY hoy me toca también 🍹😜 @FrancisTroyM,NONE
RT @dani77uy: Enorme @Uber_UY como siempre!,P
RT @rodrigoruiz__: Te amo @Uber_UY casate conmigo!,P
RT @poiio16: Hermoso día para usar Uber,P
"RT @flomontibeller: Empecé el día poniendo a la abuela en un #Uber.
Que vaya aprendiendo desde chiquita lo que es bueno.",P
RT @MicaLaner_22: Muy buen viaje el de @Uber_UY . Conductor muy simpático. 👍😊,P
RT @LaCheve81: Me subo al @Uber_UY y suena @BOOMERANG_BANDA así da gusto! 🤘🏻🎧,P
"RT @SofiGZu: Hablando con el conductor m dijo q había conseguido pareja gracias a @Uber_UY 🙌🏻💑 no solo t llevan a todos lados,sino q une co…",P
RT @Jotacampot: Entre el viernes y el sábado @Uber_UY use a morir y la verdad excelente todo como siempre!,P
RT @nika4975: Gracias @Uber_UY por mi primer viaje juntos!!!!!,P
RT @maga_firpo: Mi madre esta re fan de uber a todos lados que va pide uno jajajajajba,P
RT @pedrobutler: @Uber_UY en Colombia Uber todas las opciones funcionando a full ! https://t.co/84bHMY57XL,P
"RT @MaguiGeymonat: me tocó un uber que era doctor y nos re copamos hablando de medicina y fue lo más, ahora magdalena está ansiosa por su f…",P
RT @dddatnesh: El termo sabe lo que está bien ✌🏼️ @Uber_UY https://t.co/4UXJ90oDIo,P
"RT @br1gar: Uber salvándome la vida, thx",P
"RT @Jotacampot: Como siempre @Uber_UY salvando a los que no nos queríamos mojar y llegar justito al laburo,como siempre todo positivo!",P
"Día de lluvia y viento, ideal para que vos y tus amigos viajen gratis en Uber! 🚙🌨🚙 https://t.co/XVdniY7WSg",P
RT @Micavinote: Uber salvador,P
RT @P4blodel4Ros4: Dia para usar uber sin titubear @Uber_UY 👍🏽👌🏽 https://t.co/bo1Ghr2XdY,P
RT @ffNatshif: Obvio que me voy a tomar un Uber para ir a profesor,P
RT @nacho_301: Todo planeado.. salgo de la facu me tomo un @Uber_UY y así llegó para el partido del Barça-City 😆👌,P
RT @Gooz_Buela: Un día así y @Uber_UY  no está con tarifa dinámica ❤️Gracias por tanto.,P
RT @gonchimontero: Aguante @Uber_UY 🙌🙌🙌,P
RT @elroby85: @Uber_UY recién llegadito del dr sin mojarme ni esperar me declaro #adictoauber,P
"RT @mathias_saravia: Una tucson 2016, gracias @Uber_UY",P
RT @YanninaRodao: Un exito @Uber_UY #cena #amigas #Nighthunters https://t.co/hdTIRxHnRp,P
RT @AgusRaineri: Sigo en casa porque ya sé que voy en @Uber_UY y llego en 5 👏🏼🙌🏼,P
RT @santi_s_b: Camino a casa en #Uber  🚗 escuchando buena música! 🔝,P
RT @LulyLopez1622: UBER y yo un solo corazón 💪,P
RT @SolCarreras97: Basta uber es lo mejor del mundo👏👏👏,P
RT @CaroSzenek: amo a los uber,P
RT @LuciaGalarzaa: Todo mi ❤️ a uber,P
RT @NicoPirez7: Está bien de bien viajar en Uber 👌🏼🚘,P
"RT @Uber_UY: Montevideo tiene derecho a una regulación de transporte colaborativo. #PoderElegir 
Info. en: https://t.co/lvn8N7mfFp https://…",P
"Marian si, ¡La nueva Oca internacional puede ser usada en Uber! #UberParaTodos https://t.co/YLgoYucw9L",NONE
"RT @acanavesi: Esto se llama servicio .. y no porque te reintegren dinero, sino porque atendieron y resolvieron el reclamo. @Uber_UY https:…",P
RT @spalaciosbarbe1: @Uber_UY hoy nos fuimos con Uber un placer!! lo recomiendo!!,P
#TEDXMVD #UberOn 🚙🚙🚙 #UberUY https://t.co/E8VpYBVNBN https://t.co/JCtAYS6Vbx,NONE
RT @Siedemburg: Uber te amo,P
"RT @julibrogliaa: El de uber esta poniendo todos los temas de floripa, no me quiero bajar",P
RT @fatima_macedo__: Amo uber,P
Mañana acompañaremos una nueva edición de @tedxmontevideo! Con el código TEDXMVD tendrás tu primer viaje gratis!… https://t.co/oz0R3AGvFo,NONE
RT @JuliGilRamos: El uber me dio un caramelo de regalo lo amo https://t.co/tVLDCS0W27,P
"RT @ffNatshif: Yendo en @Uber_UY al liceo, gracis Viernes por tanto 🙌🏻😻",P
RT @vickiredondo: Despegados https://t.co/URvoMqaNyD,P
RT @ZahelColina: Me encanta #URUVEN @Uber_UY #celeste https://t.co/kDf3jErFJQ,P
RT @AntoTamilia: Juega la #Selección y @Uber_UY lo sabe. https://t.co/qSZawylIUB,NONE
"Juega La Celeste y te regalamos $250 para tu primer viaje con el código URUVEN, además en la app los autos se visti… https://t.co/UGDCtoQnC5",NONE
"¡Comenzó! Una nueva edición de @tedxmontevideo, con el código TEDXMVD tu primer viaje es gratis! #TEDxMVD… https://t.co/nBp5s0w1wG",NONE
"RT @AntelDeTodos: No pudiste venir al #TEDxMVD? No te preocupes,  seguí el evento desde la App de veraTV o por https://t.co/Kh0t2gZrxq http…",NONE
RT @bettinamarfetan: @Uber_UY Probe Uber como usuaria. No puedo manejar por cirugia de hombro. Dos choferes 5 estrellas y dos autos super c…,P
RT @gusanguinetti: Cuando el del Uber te regala mil caramelos de candy,P
RT @GuguiMontiel: Si no existiera @Uber_UY estaría parada ahora sin poder ir a ningún lado porque solo tengo 10pei,P
RT @ManuChalela: Salir tardisimo de una reunión y que te venga a buscar un #BMW 3-series solo pasa en @Uber_UY 😄,P
RT @JESUSelmb: Gracias uber por tanto😀😀😀🤘,P
"RT @nacho_301: #PoderElegir... eso es lo que quiero, #Yoelijouber @Uber_UY",P
"RT @flordelfante: Amo Uber, lo elijo desde el primer día y lo seguiré eligiendo 💕 @Uber_UY",P
RT @Micavinote: Estoy en un uber con mi suegra 😂,NONE
Disfrutá de este Finde del #Patrimonio2016 que #UberTeLleva! Con el código PATRIMONIO16 tu primer viaje es gratis!… https://t.co/taomBt5D4J,NONE
"RT @Jose66529698: O en uber pero no manejen cuiden sus vida y las de los demás....la vida vale más q un vaso de alcohol,hasta mañana gente",NEU
"RT @brunobiscarra: Típico, deseando llegar a casa te pedis un @Uber_UY y pasan a buscarte en una Tucson, qué cras",P
Disfutá el Montevideo de ayer y hoy en este finde de #Patrimonio2016 Con el código PATRIMO… https://t.co/cHYVg6Owr4 https://t.co/wxWMMrWWSP,NONE
¡Regalar tantos viajes provoca esto! 😍 😍 😍 https://t.co/kK8Ur1vWev,P
RT @ValentiinaRossi: @Uber_UY te amo Uber😍😍😍💞💞💞😂😂😂,P
RT @andreig09: Impresionante @Uber_UY !! No tuvimos que hacer nada y Fernanda ya nos estaba contactando para devolvernos los zapatos #UberL…,P
RT @elroby85: A buscar mi pc nueva en @Uber_UY,P
RT @MPACONSULTOR: @Uber_UY Mi primer viaje y la verdad excelente. Solo falto que me esperaran con un café.,P
RT @daiana505: Ya puedo tomar Uber 😊,P
"RT @pablo_jcl: Tuve un problema, envié un correo y en 10 minutos lo solucionaron. Sigan asi @Uber_UY 👏👏",P
"RT @ValentiinaRossi: Me volvi adicta a Uber, ponele que busco la mínima excusa para pedir uno😂😂😂",P
"RT @MartuMarrero: Mi madre esta re fan de uber, ya es él 4to que se toma en lo que va del día",P
"RT @EmiiNagy: Buenisimo mi primer viaje en @Uber_UY 
Marcos un genio 👌",P
"RT @VickyAuryn: #YoElijoUBER 
@Uber_UY",P
"Montevideo tiene derecho a una regulación de transporte colaborativo. #PoderElegir 
Info. en:… https://t.co/kaC5lu3VeA",NEU
RT @vercorre: Yo quiero #Poderelegir con quien viajar y elijo #Uber,P
